Lea State,LEA,School State,School,ID,Year,Category,Sex,American Indian or Alaska Native,Asian,Hawaiian/ Pacific Islander,Hispanic,Black,White,Two or more races,Total (IDEA),SWD (Section 504 only),Total,LEP
WI,Racine Unified School District,WI,Giese Elementary,551236001614,2015,SWOD: Students receiving more than one out-of-school suspension,F,0.00,0.00,0.00,0.00,2.00,2.00,2.00,,,6.00,2.00
WI,Racine Unified School District,WI,Giese Elementary,551236001614,2015,SWOD: Expulsions with educational services,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,Giese Elementary,551236001614,2015,SWOD: Expulsions with educational services,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,Giese Elementary,551236001614,2015,SWOD: Expulsions without educational services,M,0.00,0.00,0.00,2.00,0.00,0.00,0.00,,,2.00,0.00
WI,Racine Unified School District,WI,Giese Elementary,551236001614,2015,SWOD: Expulsions without educational services,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,Giese Elementary,551236001614,2015,SWOD: Expulsions under zero-tolerance policies,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,Giese Elementary,551236001614,2015,SWOD: Expulsions under zero-tolerance policies,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,Giese Elementary,551236001614,2015,SWOD: Transferred to Alternative School,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,Giese Elementary,551236001614,2015,SWOD: Transferred to Alternative School,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,Giese Elementary,551236001614,2015,SWOD: Referral to law enforcement,M,0.00,0.00,0.00,0.00,2.00,2.00,0.00,,,4.00,0.00
WI,Racine Unified School District,WI,Giese Elementary,551236001614,2015,SWOD: Referral to law enforcement,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,Giese Elementary,551236001614,2015,SWOD: School-related arrest,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,Giese Elementary,551236001614,2015,SWOD: School-related arrest,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,Giese Elementary,551236001614,2015,Total enrollment,M,2.00,2.00,0.00,38.00,77.00,50.00,8.00,,,177.00,14.00
WI,Racine Unified School District,WI,Giese Elementary,551236001614,2015,Total enrollment,F,0.00,2.00,0.00,20.00,71.00,44.00,14.00,,,151.00,11.00
WI,Racine Unified School District,WI,P-COC,551236000458,2015,SWD: Corporal punishment,M,0,0,0,0,0,0,0,0,0,0,0
WI,Racine Unified School District,WI,P-COC,551236000458,2015,SWD: Corporal punishment,F,0,0,0,0,0,0,0,0,0,0,0
WI,Racine Unified School District,WI,P-COC,551236000458,2015,SWD: Students receiving one or more in-school suspensions,M,0,0,0,0,0,0,0,0,0,0,0
WI,Racine Unified School District,WI,P-COC,551236000458,2015,SWD: Students receiving one or more in-school suspensions,F,0,0,0,0,0,0,0,0,0,0,0
WI,Racine Unified School District,WI,P-COC,551236000458,2015,SWD: Students receiving only one out-of-school suspension,M,0,0,0,0,0,0,0,0,0,0,0
WI,Racine Unified School District,WI,P-COC,551236000458,2015,SWD: Students receiving only one out-of-school suspension,F,0,0,0,0,0,0,0,0,0,0,0
WI,Racine Unified School District,WI,P-COC,551236000458,2015,SWD: Students receiving more than one out-of-school suspension,M,0,0,0,0,0,0,0,0,0,0,0
WI,Racine Unified School District,WI,P-COC,551236000458,2015,SWD: Students receiving more than one out-of-school suspension,F,0,0,0,0,0,0,0,0,0,0,0
WI,Racine Unified School District,WI,P-COC,551236000458,2015,SWD: Expulsions with educational services,M,0,0,0,0,0,0,0,0,0,0,0
WI,Racine Unified School District,WI,P-COC,551236000458,2015,SWD: Expulsions with educational services,F,0,0,0,0,0,0,0,0,0,0,0
WI,Racine Unified School District,WI,P-COC,551236000458,2015,SWD: Expulsions without educational services,M,0,0,0,0,0,0,0,0,0,0,0
WI,Racine Unified School District,WI,P-COC,551236000458,2015,SWD: Expulsions without educational services,F,0,0,0,0,0,0,0,0,0,0,0
WI,Racine Unified School District,WI,P-COC,551236000458,2015,SWD: Expulsions under zero-tolerance policies,M,0,0,0,0,0,0,0,0,0,0,0
WI,Racine Unified School District,WI,P-COC,551236000458,2015,SWD: Expulsions under zero-tolerance policies,F,0,0,0,0,0,0,0,0,0,0,0
WI,Racine Unified School District,WI,P-COC,551236000458,2015,SWD: Transferred to Alternative School,M,0,0,0,0,0,0,0,0,0,0,0
WI,Racine Unified School District,WI,P-COC,551236000458,2015,SWD: Transferred to Alternative School,F,0,0,0,0,0,0,0,0,0,0,0
WI,Racine Unified School District,WI,P-COC,551236000458,2015,SWD: Referral to law enforcement,M,0,0,0,0,0,0,0,0,0,0,0
WI,Racine Unified School District,WI,P-COC,551236000458,2015,SWD: Referral to law enforcement,F,0,0,0,0,0,0,0,0,0,0,0
WI,Racine Unified School District,WI,P-COC,551236000458,2015,SWD: School-related arrest,M,0,0,0,0,0,0,0,0,0,0,0
WI,Racine Unified School District,WI,P-COC,551236000458,2015,SWD: School-related arrest,F,0,0,0,0,0,0,0,0,0,0,0
WI,Racine Unified School District,WI,P-COC,551236000458,2015,SWOD: Corporal punishment,M,0,0,0,0,0,0,0,,,0,0
WI,Racine Unified School District,WI,P-COC,551236000458,2015,SWOD: Corporal punishment,F,0,0,0,0,0,0,0,,,0,0
WI,Racine Unified School District,WI,P-COC,551236000458,2015,SWOD: Students receiving one or more in-school suspensions,M,0,0,0,0,0,0,0,,,0,0
WI,Racine Unified School District,WI,P-COC,551236000458,2015,SWOD: Students receiving one or more in-school suspensions,F,0,0,0,0,0,0,0,,,0,0
WI,Racine Unified School District,WI,P-COC,551236000458,2015,SWOD: Students receiving only one out-of-school suspension,M,0,0,0,0,0,0,0,,,0,0
WI,Racine Unified School District,WI,P-COC,551236000458,2015,SWOD: Students receiving only one out-of-school suspension,F,0,0,0,0,0,0,0,,,0,0
WI,Racine Unified School District,WI,P-COC,551236000458,2015,SWOD: Students receiving more than one out-of-school suspension,M,0,0,0,0,0,0,0,,,0,0
WI,Racine Unified School District,WI,P-COC,551236000458,2015,SWOD: Students receiving more than one out-of-school suspension,F,0,0,0,0,0,0,0,,,0,0
WI,Racine Unified School District,WI,P-COC,551236000458,2015,SWOD: Expulsions with educational services,M,0,0,0,0,0,0,0,,,0,0
WI,Racine Unified School District,WI,P-COC,551236000458,2015,SWOD: Expulsions with educational services,F,0,0,0,0,0,0,0,,,0,0
WI,Racine Unified School District,WI,P-COC,551236000458,2015,SWOD: Expulsions without educational services,M,0,0,0,0,0,0,0,,,0,0
WI,Racine Unified School District,WI,P-COC,551236000458,2015,SWOD: Expulsions without educational services,F,0,0,0,0,0,0,0,,,0,0
WI,Racine Unified School District,WI,P-COC,551236000458,2015,SWOD: Expulsions under zero-tolerance policies,M,0,0,0,0,0,0,0,,,0,0
WI,Racine Unified School District,WI,P-COC,551236000458,2015,SWOD: Expulsions under zero-tolerance policies,F,0,0,0,0,0,0,0,,,0,0
WI,Racine Unified School District,WI,P-COC,551236000458,2015,SWOD: Transferred to Alternative School,M,0,0,0,0,0,0,0,,,0,0
WI,Racine Unified School District,WI,P-COC,551236000458,2015,SWOD: Transferred to Alternative School,F,0,0,0,0,0,0,0,,,0,0
WI,Racine Unified School District,WI,P-COC,551236000458,2015,SWOD: Referral to law enforcement,M,0,0,0,0,0,0,0,,,0,0
WI,Racine Unified School District,WI,P-COC,551236000458,2015,SWOD: Referral to law enforcement,F,0,0,0,0,0,0,0,,,0,0
WI,Racine Unified School District,WI,P-COC,551236000458,2015,SWOD: School-related arrest,M,0,0,0,0,0,0,0,,,0,0
WI,Racine Unified School District,WI,P-COC,551236000458,2015,SWOD: School-related arrest,F,0,0,0,0,0,0,0,,,0,0
WI,Racine Unified School District,WI,P-COC,551236000458,2015,Total enrollment,M,0.00,2.00,0.00,11.00,17.00,20.00,5.00,,,55.00,8.00
WI,Racine Unified School District,WI,P-COC,551236000458,2015,Total enrollment,F,0.00,2.00,0.00,14.00,14.00,20.00,2.00,,,52.00,8.00
WI,Racine Unified School District,WI,Case High,551236001621,2015,SWD: Corporal punishment,M,0,0,0,0,0,0,0,0,0,0,0
WI,Racine Unified School District,WI,Case High,551236001621,2015,SWD: Corporal punishment,F,0,0,0,0,0,0,0,0,0,0,0
WI,Racine Unified School District,WI,Case High,551236001621,2015,SWD: Students receiving one or more in-school suspensions,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,Case High,551236001621,2015,SWD: Students receiving one or more in-school suspensions,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,Case High,551236001621,2015,SWD: Students receiving only one out-of-school suspension,M,0.00,0.00,0.00,2.00,11.00,2.00,0.00,15.00,0.00,15.00,2.00
WI,Racine Unified School District,WI,Case High,551236001621,2015,SWD: Students receiving only one out-of-school suspension,F,0.00,0.00,0.00,2.00,5.00,2.00,0.00,9.00,0.00,9.00,0.00
WI,Racine Unified School District,WI,Case High,551236001621,2015,SWD: Students receiving more than one out-of-school suspension,M,0.00,0.00,0.00,2.00,23.00,0.00,2.00,27.00,0.00,27.00,0.00
WI,Racine Unified School District,WI,Case High,551236001621,2015,SWD: Students receiving more than one out-of-school suspension,F,0.00,0.00,0.00,2.00,11.00,0.00,0.00,13.00,0.00,13.00,0.00
WI,Racine Unified School District,WI,Case High,551236001621,2015,SWD: Expulsions with educational services,M,0.00,0.00,0.00,0.00,2.00,0.00,0.00,2.00,0.00,2.00,0.00
WI,Racine Unified School District,WI,Case High,551236001621,2015,SWD: Expulsions with educational services,F,0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00,2.00,0.00
WI,Racine Unified School District,WI,Case High,551236001621,2015,SWD: Expulsions without educational services,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,Case High,551236001621,2015,SWD: Expulsions without educational services,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,Case High,551236001621,2015,SWD: Expulsions under zero-tolerance policies,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,Case High,551236001621,2015,SWD: Expulsions under zero-tolerance policies,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,Case High,551236001621,2015,SWD: Transferred to Alternative School,M,0.00,0.00,0.00,0.00,2.00,0.00,0.00,2.00,0.00,2.00,0.00
WI,Racine Unified School District,WI,Case High,551236001621,2015,SWD: Transferred to Alternative School,F,0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00,2.00,0.00
WI,Racine Unified School District,WI,Case High,551236001621,2015,SWD: Referral to law enforcement,M,0.00,0.00,0.00,0.00,2.00,0.00,0.00,2.00,0.00,2.00,0.00
WI,Racine Unified School District,WI,Case High,551236001621,2015,SWD: Referral to law enforcement,F,0.00,0.00,0.00,2.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00
WI,Racine Unified School District,WI,Case High,551236001621,2015,SWD: School-related arrest,M,0.00,0.00,0.00,0.00,2.00,0.00,0.00,2.00,0.00,2.00,0.00
WI,Racine Unified School District,WI,Case High,551236001621,2015,SWD: School-related arrest,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,Case High,551236001621,2015,SWOD: Corporal punishment,M,0,0,0,0,0,0,0,,,0,0
WI,Racine Unified School District,WI,Case High,551236001621,2015,SWOD: Corporal punishment,F,0,0,0,0,0,0,0,,,0,0
WI,Racine Unified School District,WI,Case High,551236001621,2015,SWOD: Students receiving one or more in-school suspensions,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,Case High,551236001621,2015,SWOD: Students receiving one or more in-school suspensions,F,0.00,0.00,0.00,0.00,2.00,0.00,0.00,,,2.00,0.00
WI,Racine Unified School District,WI,Case High,551236001621,2015,SWOD: Students receiving only one out-of-school suspension,M,0.00,2.00,0.00,11.00,20.00,20.00,0.00,,,53.00,8.00
WI,Racine Unified School District,WI,Case High,551236001621,2015,SWOD: Students receiving only one out-of-school suspension,F,0.00,0.00,0.00,5.00,23.00,8.00,0.00,,,36.00,2.00
WI,Racine Unified School District,WI,Case High,551236001621,2015,SWOD: Students receiving more than one out-of-school suspension,M,0.00,2.00,0.00,2.00,8.00,2.00,2.00,,,16.00,2.00
WI,Racine Unified School District,WI,Case High,551236001621,2015,SWOD: Students receiving more than one out-of-school suspension,F,0.00,0.00,0.00,2.00,8.00,2.00,0.00,,,12.00,0.00
WI,Racine Unified School District,WI,Case High,551236001621,2015,SWOD: Expulsions with educational services,M,0.00,0.00,0.00,0.00,5.00,2.00,0.00,,,7.00,0.00
WI,Racine Unified School District,WI,Case High,551236001621,2015,SWOD: Expulsions with educational services,F,0.00,0.00,0.00,0.00,2.00,0.00,0.00,,,2.00,0.00
WI,Racine Unified School District,WI,Case High,551236001621,2015,SWOD: Expulsions without educational services,M,0.00,2.00,0.00,2.00,5.00,0.00,0.00,,,9.00,0.00
WI,Racine Unified School District,WI,Case High,551236001621,2015,SWOD: Expulsions without educational services,F,0.00,0.00,0.00,0.00,5.00,0.00,0.00,,,5.00,0.00
WI,Racine Unified School District,WI,Case High,551236001621,2015,SWOD: Expulsions under zero-tolerance policies,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,Case High,551236001621,2015,SWOD: Expulsions under zero-tolerance policies,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,Case High,551236001621,2015,SWOD: Transferred to Alternative School,M,0.00,0.00,0.00,0.00,2.00,2.00,0.00,,,4.00,0.00
WI,Racine Unified School District,WI,Case High,551236001621,2015,SWOD: Transferred to Alternative School,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,Case High,551236001621,2015,SWOD: Referral to law enforcement,M,0.00,2.00,0.00,2.00,2.00,0.00,0.00,,,6.00,0.00
WI,Racine Unified School District,WI,Case High,551236001621,2015,SWOD: Referral to law enforcement,F,0.00,0.00,0.00,0.00,2.00,0.00,0.00,,,2.00,0.00
WI,Racine Unified School District,WI,Case High,551236001621,2015,SWOD: School-related arrest,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,Case High,551236001621,2015,SWOD: School-related arrest,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,Case High,551236001621,2015,Total enrollment,M,2.00,26.00,0.00,206.00,266.00,467.00,26.00,,,993.00,62.00
WI,Racine Unified School District,WI,Case High,551236001621,2015,Total enrollment,F,2.00,23.00,0.00,242.00,254.00,437.00,20.00,,,978.00,53.00
WI,Racine Unified School District,WI,Johnson Elementary,551236001626,2015,SWD: Corporal punishment,M,0,0,0,0,0,0,0,0,0,0,0
WI,Racine Unified School District,WI,Johnson Elementary,551236001626,2015,SWD: Corporal punishment,F,0,0,0,0,0,0,0,0,0,0,0
WI,Racine Unified School District,WI,Johnson Elementary,551236001626,2015,SWD: Students receiving one or more in-school suspensions,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,Johnson Elementary,551236001626,2015,SWD: Students receiving one or more in-school suspensions,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,Johnson Elementary,551236001626,2015,SWD: Students receiving only one out-of-school suspension,M,0.00,0.00,0.00,2.00,2.00,2.00,2.00,8.00,0.00,8.00,2.00
WI,Racine Unified School District,WI,Johnson Elementary,551236001626,2015,SWD: Students receiving only one out-of-school suspension,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,Johnson Elementary,551236001626,2015,SWD: Students receiving more than one out-of-school suspension,M,0.00,0.00,0.00,0.00,5.00,2.00,0.00,7.00,0.00,7.00,0.00
WI,Racine Unified School District,WI,Johnson Elementary,551236001626,2015,SWD: Students receiving more than one out-of-school suspension,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,Johnson Elementary,551236001626,2015,SWD: Expulsions with educational services,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,Johnson Elementary,551236001626,2015,SWD: Expulsions with educational services,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,Johnson Elementary,551236001626,2015,SWD: Expulsions without educational services,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,Johnson Elementary,551236001626,2015,SWD: Expulsions without educational services,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,Johnson Elementary,551236001626,2015,SWD: Expulsions under zero-tolerance policies,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,Johnson Elementary,551236001626,2015,SWD: Expulsions under zero-tolerance policies,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,Johnson Elementary,551236001626,2015,SWD: Transferred to Alternative School,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,Johnson Elementary,551236001626,2015,SWD: Transferred to Alternative School,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,Johnson Elementary,551236001626,2015,SWD: Referral to law enforcement,M,0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00,2.00,0.00
WI,Racine Unified School District,WI,Johnson Elementary,551236001626,2015,SWD: Referral to law enforcement,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,Johnson Elementary,551236001626,2015,SWD: School-related arrest,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,Johnson Elementary,551236001626,2015,SWD: School-related arrest,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,Johnson Elementary,551236001626,2015,SWOD: Corporal punishment,M,0,0,0,0,0,0,0,,,0,0
WI,Racine Unified School District,WI,Johnson Elementary,551236001626,2015,SWOD: Corporal punishment,F,0,0,0,0,0,0,0,,,0,0
WI,Racine Unified School District,WI,Johnson Elementary,551236001626,2015,SWOD: Students receiving one or more in-school suspensions,M,0.00,0.00,0.00,2.00,2.00,0.00,0.00,,,4.00,0.00
WI,Racine Unified School District,WI,Johnson Elementary,551236001626,2015,SWOD: Students receiving one or more in-school suspensions,F,0.00,0.00,0.00,0.00,2.00,0.00,0.00,,,2.00,0.00
WI,Racine Unified School District,WI,Johnson Elementary,551236001626,2015,SWOD: Students receiving only one out-of-school suspension,M,0.00,0.00,0.00,5.00,5.00,2.00,2.00,,,14.00,2.00
WI,Racine Unified School District,WI,Johnson Elementary,551236001626,2015,SWOD: Students receiving only one out-of-school suspension,F,0.00,0.00,0.00,0.00,2.00,0.00,2.00,,,4.00,0.00
WI,Racine Unified School District,WI,Johnson Elementary,551236001626,2015,SWOD: Students receiving more than one out-of-school suspension,M,0.00,0.00,0.00,2.00,8.00,5.00,2.00,,,17.00,2.00
WI,Racine Unified School District,WI,Johnson Elementary,551236001626,2015,SWOD: Students receiving more than one out-of-school suspension,F,0.00,0.00,0.00,0.00,2.00,0.00,0.00,,,2.00,0.00
WI,Racine Unified School District,WI,Johnson Elementary,551236001626,2015,SWOD: Expulsions with educational services,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,Johnson Elementary,551236001626,2015,SWOD: Expulsions with educational services,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,Johnson Elementary,551236001626,2015,SWOD: Expulsions without educational services,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,Johnson Elementary,551236001626,2015,SWOD: Expulsions without educational services,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,Johnson Elementary,551236001626,2015,SWOD: Expulsions under zero-tolerance policies,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,Johnson Elementary,551236001626,2015,SWOD: Expulsions under zero-tolerance policies,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,Johnson Elementary,551236001626,2015,SWOD: Transferred to Alternative School,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,Johnson Elementary,551236001626,2015,SWOD: Transferred to Alternative School,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,Johnson Elementary,551236001626,2015,SWOD: Referral to law enforcement,M,0.00,0.00,0.00,0.00,2.00,0.00,0.00,,,2.00,0.00
WI,Racine Unified School District,WI,Johnson Elementary,551236001626,2015,SWOD: Referral to law enforcement,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,Johnson Elementary,551236001626,2015,SWOD: School-related arrest,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,Johnson Elementary,551236001626,2015,SWOD: School-related arrest,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,Johnson Elementary,551236001626,2015,Total enrollment,M,2.00,2.00,0.00,125.00,80.00,77.00,23.00,,,309.00,98.00
WI,Racine Unified School District,WI,Johnson Elementary,551236001626,2015,Total enrollment,F,0.00,0.00,0.00,86.00,71.00,65.00,14.00,,,236.00,62.00
WI,Racine Unified School District,WI,Fine Arts Elementary,551236001608,2015,SWD: Corporal punishment,M,0,0,0,0,0,0,0,0,0,0,0
WI,Racine Unified School District,WI,Fine Arts Elementary,551236001608,2015,SWD: Corporal punishment,F,0,0,0,0,0,0,0,0,0,0,0
WI,Racine Unified School District,WI,Fine Arts Elementary,551236001608,2015,SWD: Students receiving one or more in-school suspensions,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,Fine Arts Elementary,551236001608,2015,SWD: Students receiving one or more in-school suspensions,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,Fine Arts Elementary,551236001608,2015,SWD: Students receiving only one out-of-school suspension,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,Fine Arts Elementary,551236001608,2015,SWD: Students receiving only one out-of-school suspension,F,0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00,2.00,0.00
WI,Racine Unified School District,WI,Fine Arts Elementary,551236001608,2015,SWD: Students receiving more than one out-of-school suspension,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,Fine Arts Elementary,551236001608,2015,SWD: Students receiving more than one out-of-school suspension,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,Fine Arts Elementary,551236001608,2015,SWD: Expulsions with educational services,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,Fine Arts Elementary,551236001608,2015,SWD: Expulsions with educational services,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,Fine Arts Elementary,551236001608,2015,SWD: Expulsions without educational services,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,Fine Arts Elementary,551236001608,2015,SWD: Expulsions without educational services,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,Fine Arts Elementary,551236001608,2015,SWD: Expulsions under zero-tolerance policies,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,Fine Arts Elementary,551236001608,2015,SWD: Expulsions under zero-tolerance policies,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,Fine Arts Elementary,551236001608,2015,SWD: Transferred to Alternative School,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,Fine Arts Elementary,551236001608,2015,SWD: Transferred to Alternative School,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,Fine Arts Elementary,551236001608,2015,SWD: Referral to law enforcement,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,Fine Arts Elementary,551236001608,2015,SWD: Referral to law enforcement,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,Fine Arts Elementary,551236001608,2015,SWD: School-related arrest,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,Fine Arts Elementary,551236001608,2015,SWD: School-related arrest,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,Fine Arts Elementary,551236001608,2015,SWOD: Corporal punishment,M,0,0,0,0,0,0,0,,,0,0
WI,Racine Unified School District,WI,Fine Arts Elementary,551236001608,2015,SWOD: Corporal punishment,F,0,0,0,0,0,0,0,,,0,0
WI,Racine Unified School District,WI,Fine Arts Elementary,551236001608,2015,SWOD: Students receiving one or more in-school suspensions,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,Fine Arts Elementary,551236001608,2015,SWOD: Students receiving one or more in-school suspensions,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,Fine Arts Elementary,551236001608,2015,SWOD: Students receiving only one out-of-school suspension,M,0.00,0.00,0.00,0.00,2.00,2.00,2.00,,,6.00,0.00
WI,Racine Unified School District,WI,Fine Arts Elementary,551236001608,2015,SWOD: Students receiving only one out-of-school suspension,F,0.00,0.00,0.00,0.00,2.00,2.00,0.00,,,4.00,0.00
